Unnamed: 0,book,chapter,verse,orig,lex,strong,freq
148059,1Chroniques,1,33,וּבְנֵ֣י,בֵּן,H1121,4959
148060,1Chroniques,1,33,מִדְיָ֗ן,מִדְיָן,H4080,59
148061,1Chroniques,1,33,עֵיפָ֤ה,עֵיפָה,H5891,5
148062,1Chroniques,1,33,וָעֵ֙פֶר֙,עֵ֫פֶר,H6081,4
148063,1Chroniques,1,33,וַחֲנ֔וֹךְ,חֲנוֹךְ,H2585,16
148064,1Chroniques,1,33,וַאֲבִידָ֖ע,אֲבִידָע,H0028,2
148065,1Chroniques,1,33,וְאֶלְדָּעָ֑ה,אֶלְדָּעָה,H0420,2
148066,1Chroniques,1,33,כָּל־,כֹּל,H3605,5415
148067,1Chroniques,1,33,אֵ֖לֶּה,אֵ֫לֶּה,H0428,746
148068,1Chroniques,1,33,בְּנֵ֥י,בֵּן,H1121,4959
148069,1Chroniques,1,33,קְטוּרָֽה׃ ס,קְטוּרָה,H6989,4
148070,1Chroniques,1,34,וַיּ֥וֹלֶד,יָלַד,H3205,496
148071,1Chroniques,1,34,אַבְרָהָ֖ם,אַבְרָהָם,H0085,175
148072,1Chroniques,1,34,אֶת־,אֵת,H0853,10947
148073,1Chroniques,1,34,יִצְחָ֑ק ס,יִצְחָק,H3327,108
148074,1Chroniques,1,34,בְּנֵ֣י,בֵּן,H1121,4959
148075,1Chroniques,1,34,יִצְחָ֔ק,יִצְחָק,H3327,108
148076,1Chroniques,1,34,עֵשָׂ֖ו,עֵשָׂו,H6215,97
148077,1Chroniques,1,34,וְיִשְׂרָאֵֽל׃ ס,יִשְׂרָאֵל,H3478,2508
148078,1Chroniques,1,35,בְּנֵ֖י,בֵּן,H1121,4959
148079,1Chroniques,1,35,עֵשָׂ֑ו,עֵשָׂו,H6215,97
148080,1Chroniques,1,35,אֱלִיפַ֛ז,אֱלִיפַז,H0464,15
148081,1Chroniques,1,35,רְעוּאֵ֥ל,רְעוּאֵל,H7467,11
148082,1Chroniques,1,35,וִיע֖וּשׁ,יְעוּשׁ,H3266,9
148083,1Chroniques,1,35,וְיַעְלָ֥ם,יַעְלָם,H3281,4
148084,1Chroniques,1,35,וְקֹֽרַח׃ ס,קֹ֫רַח,H7141,37
148085,1Chroniques,1,36,בְּנֵ֖י,בֵּן,H1121,4959
148086,1Chroniques,1,36,אֱלִיפָ֑ז,אֱלִיפַז,H0464,15
148087,1Chroniques,1,36,תֵּימָ֤ן,תֵּימָן,H8487,11
148088,1Chroniques,1,36,וְאוֹמָר֙,אוֹמָר,H0201,3
148089,1Chroniques,1,36,צְפִ֣י,"צְפוֹ, צְפִי",H6825,3
